filename,x,y,w,h
8036c5886afe2e.jpg,96,95,1286,336
37ae153a5ffd7e.jpg,0,48,3567,658
840a588c310b05.jpg,1601,583,305,276
1237dbe7b7e5e0.jpg,41,1030,2205,411
b9d68896d9748e.jpg,478,809,368,169
69b09c684fca84.jpg,152,80,563,477
2bd17bdbb1a5e9.jpg,1402,1033,1276,280
31a2e52efd52bf.jpg,25,14,1319,229
616580757bb9db.jpg,0,149,1882,868
16f162dc30cc60.jpg,2,9,725,937
82c2b65e8f928f.jpg,880,972,1292,306
1984cadd9a68eb.jpg,11,13,1563,306
415ad1897b6e3b.jpg,14,218,1855,698
354958a11daced.jpg,4,65,928,270
84cca25f11eeed.jpg,0,521,3559,1367
36d924297c909d.jpg,1454,1531,300,236
60efabe9512b3f.jpg,12,21,2419,527
122992847ea2de.jpg,48,48,842,171
4a70cf8a3566e7.jpg,0,317,1628,775
77cafe660438ff.jpg,34,387,3468,462
f7decb839cdb90.jpg,0,2,1032,614
0600fb6181c30d.jpg,570,646,1425,546
17b7230772eb58.jpg,2,51,648,493
8b1fe41de24bee.jpg,1395,1009,1069,323
e59cc22fea3433.jpg,1157,886,900,390
4ba6bf60270210.jpg,0,75,3599,1329
5711831479c324.jpg,95,52,1009,182
42c4315b59bd40.jpg,12,32,3562,1597
f10de9295d5d14.jpg,13,22,3335,622
8e55d6c93ae8d6.jpg,1390,1189,924,316
f156ec099e68ba.jpg,17,224,1709,628
78c80174826d4d.jpg,1083,867,888,440
be06f288c3a3dc.jpg,1372,924,1955,381
02f5e37be15349.jpg,1242,1113,582,216
bbe00041a367f3.jpg,1112,642,661,542
cea48c23ae8120.jpg,0,184,2556,1444
683f994f1e6594.jpg,993,67,2456,1571
aa7627c5789f51.jpg,14,33,1123,187
060c441c87ac90.jpg,394,684,957,142
49f65ff2d00982.jpg,441,610,878,200
0194a42a1edeb0.jpg,5,68,3565,1572
99fee4890e2417.jpg,10,40,3578,1700
aed194c83888ac.jpg,1443,609,566,333
2f963caea2f3d6.jpg,0,191,1088,545
cbf3c7967bb059.jpg,0,145,1157,512
ef18a31185664d.jpg,120,131,1157,281
1c9a847e55caf1.jpg,1555,827,1929,421
4cb5f995b5824e.jpg,7,64,809,179
53adb3224c3bee.jpg,11,66,1625,346
254466ca685bed.jpg,23,43,591,242
85fade6c064526.jpg,1537,937,841,245
23c0e1808358ce.jpg,7,168,1957,522
dc29e4306be9bd.jpg,42,35,2868,1013
d733174a8f1250.jpg,171,747,1986,597
9c1ef91b506a40.jpg,2,2,3572,1425
87a11dc441cdbc.jpg,18,17,1833,420
9635a6a90120ae.jpg,1655,991,535,387
2f2b0b6f91db17.jpg,33,38,3496,780
3ddc738c07205d.jpg,0,14,251,182
bbd0786687fbf3.jpg,18,205,3497,726
ce4af4d68912db.jpg,0,1,323,317
5b929d79d9139e.jpg,25,24,678,137
9cd79a5d6a4428.jpg,656,916,878,277
f9f49a45212de9.jpg,2,41,1035,169
7f1aca47dbb859.jpg,52,23,1207,320
e418b51bd37f65.jpg,17,172,2938,395
961c7bc0c49275.jpg,0,124,1791,1066
ffbf1bcee87522.jpg,1286,718,457,309
d2b484f0b67bf2.jpg,0,355,2432,1332
39fe1aac29e74d.jpg,0,52,488,453
eae7f181630677.jpg,1067,1241,1155,324
19b40a7d58ae03.jpg,2,61,1285,557
8799fea3dc986c.jpg,16,4,2500,896
aca53b5d708afd.jpg,8,114,2147,520
eeb6b42a367a4e.jpg,0,196,1621,731
1d78c57406e408.jpg,130,239,1619,619
ffe6648966bb29.jpg,5,20,545,99
72a6e91a1bdf44.jpg,0,233,1637,813
9103ec6b060f19.jpg,446,665,1711,749
e59b3f390d6c62.jpg,7,130,1907,659
6c4943f7a94ac8.jpg,10,64,689,143
794beee1006438.jpg,381,1124,1608,353
42560d78e85de7.jpg,3,40,1481,656
9f01401d83e843.jpg,107,127,1751,741
a65c06cd9fc18d.jpg,231,772,1772,666
c990ea83266239.jpg,7,65,1220,277
b9f99323407f28.jpg,100,809,564,399
a8c8593024ca04.jpg,0,78,788,615
39f58b38256a4b.jpg,0,135,3587,1863
6c4bb28edfd707.jpg,0,11,845,799
40b5f47e7cc29d.jpg,0,367,3600,3113
7227a016dc6c60.jpg,144,38,934,215
1ce52d891e3056.jpg,45,220,2455,1407
57d0ed418ac051.jpg,0,14,699,629
cec702d6e6f788.jpg,79,316,3515,893
aa4331a0a32ee4.jpg,0,39,595,170
9186ada15ffbcb.jpg,0,6,3582,435
bce14b6bb6d721.jpg,0,596,2229,550
fdf4f6ef52bcfc.jpg,910,1868,2065,427
fa26ac4137cb8f.jpg,1228,518,2194,751
c48628e883112f.jpg,1652,1251,611,199
e12b6e4da0564a.jpg,1512,991,429,235
eb91f3dbe57c21.jpg,14,70,3014,534
3cee0f713bb73f.jpg,62,590,3491,1302
6bd6af1d1efc9a.jpg,0,24,1633,890
72ae5daaf782d0.jpg,1178,853,899,372
e572b4f0a7a90c.jpg,13,42,2095,465
bb352333368d7b.jpg,12,98,3554,674
8bc6c16cbab1d8.jpg,2065,742,1487,845
8890e6978ef559.jpg,0,840,3600,1618
120a63097b0b8e.jpg,0,125,1706,1147
eb043c4d216d20.jpg,1466,793,688,365
bb59b4118b2913.jpg,23,29,2543,477
7710c328a04e04.jpg,106,41,1231,220
6a1a2887e9f125.jpg,1016,841,982,383
98427bd8ba7261.jpg,736,822,1499,293
7f57110784b147.jpg,546,699,954,229
1223fd771a4822.jpg,8,64,1002,193
f20923580445ab.jpg,911,1277,2407,720
2581def4d095f0.jpg,92,114,1619,415
68580cbec28685.jpg,40,87,2463,482
5fd846dfc795dc.jpg,0,19,1024,715
96728ee909e7cc.jpg,34,200,2399,1253
9c2bb1d96a6a5a.jpg,18,51,3163,695
35b7751d9cadc1.jpg,0,8,998,1144
93f4252f1b4512.jpg,947,738,1246,293
1d4f8b28c199e1.jpg,1181,291,1104,814
143dd4ce738db0.jpg,43,45,430,80
05142b75d11408.jpg,0,214,3161,1360
8449e810cf781c.jpg,0,72,1521,721
ca1798057ed2e1.jpg,1120,257,2471,1683
9a1d903352ca6b.jpg,0,52,810,718
de9169607c2ba4.jpg,1109,869,655,281
9d6a00161ccedd.jpg,779,700,840,263
9bc04ec149baec.jpg,0,104,2057,961
3dfbf9d08d35d2.jpg,3,19,642,249
3d1b7bd16267f4.jpg,0,59,401,263
2797a35b30e017.jpg,1217,1473,1075,349
659c1fbefb639a.jpg,8,20,816,173
0039955230421d.jpg,7,101,1247,275
3f3b567f8ddff7.jpg,0,58,919,916
e30650a4a232df.jpg,98,403,3498,1150
a0dcd64ad5c23c.jpg,6,61,2506,421
88fd6575bf3f68.jpg,1307,973,853,416
73838b8d3127d5.jpg,11,20,1099,212
76d0c26b9c8fd0.jpg,1548,1710,782,223
1808e381db4af3.jpg,1518,1436,419,239
cf73412a2376fa.jpg,3,73,1050,695
ac6d245d2775a5.jpg,2,28,216,62
b03e6045831cf8.jpg,0,285,1936,1365
65d938af180c6e.jpg,0,54,841,559
65e21ae0797637.jpg,48,42,406,122
7114567a3083c0.jpg,1328,799,1670,465
420003a24e41d2.jpg,128,157,2866,600
685eb915842206.jpg,0,125,1624,1177
ce4f97f6d1b479.jpg,1478,934,410,393
fe5c41b6f54cc1.jpg,1644,480,1792,906
e7b1754a0427e2.jpg,34,136,1640,425
b97b2dc5ac7603.jpg,55,19,3075,597
9ec7cd5e9b9cad.jpg,74,68,604,164
1881a8634d018f.jpg,0,72,1760,1066
af34bb0cab87b5.jpg,1042,891,1301,442
3350fe7752b858.jpg,1520,1443,742,272
06b10d2537f867.jpg,6,30,785,213
d82c4d32147455.jpg,27,23,529,114
8802debf9166af.jpg,92,55,889,238
f1b7bd43ba4a55.jpg,1082,798,1172,521
46f5f1da01d214.jpg,963,1085,1075,394
a162483c18ec32.jpg,1566,873,619,419
e0de72cb6a8acd.jpg,0,88,1669,810
2232ee96eff90c.jpg,586,533,1787,1059
62659387b7d58d.jpg,11,17,487,104
c12cf4f755041b.jpg,18,8,3528,508
8294b89d83b3f0.jpg,1647,798,497,372
6240a60240c575.jpg,38,279,3492,626
88755f621d9628.jpg,87,673,2434,992
a9003b17973c71.jpg,9,39,622,105
c92edcd1fe011f.jpg,7,52,1438,1148
05c51db3b951c6.jpg,6,222,2181,1055
87527b82e4579c.jpg,1044,788,1613,608
8c191d215088e1.jpg,2,5,244,218
c015673ab75dea.jpg,1045,569,1427,469
c69029c20ea1cd.jpg,1418,1592,740,277
8324ea9053f3d1.jpg,0,109,418,339
592182f7aa56c2.jpg,1201,854,1235,625
bd9232fce288bb.jpg,14,29,714,138
5ff357da3206b4.jpg,31,112,2036,484
52fbd95bfea3a0.jpg,708,695,2386,607
b1e46052dcf7b7.jpg,18,574,3536,1342
8d19730db4c68d.jpg,12,60,2404,297
8f3f90aebb3714.jpg,1213,753,1110,438
a34d3b2b9a9dab.jpg,0,94,3599,2215
f3e63f01632e6e.jpg,0,28,896,949
2b960704ba7ea2.jpg,0,31,617,448
46d3e6cda134ff.jpg,0,43,3575,1388
6c6ac899ff5564.jpg,34,14,3398,530
f3dc60c77bac8d.jpg,1621,1128,741,374
a2d1e92fb2f7e8.jpg,0,450,3589,1515
9f4e7bc362e0a6.jpg,56,25,2398,467
8f5e6bf422adf6.jpg,0,16,599,562
810ffcea0e86ad.jpg,501,133,329,296
5956ded4fdda42.jpg,66,314,598,139
b70d02aafab4f5.jpg,1051,524,1458,755
18d338ddbf3880.jpg,1,76,1333,896
67f0cd56a4a2c5.jpg,10,15,3554,531
ca6cf7338fd059.jpg,14,126,2186,436
3b8629bd0d2fe7.jpg,1104,838,1052,477
e05ba6b35103bf.jpg,559,480,2957,1008
67d38a5415013e.jpg,501,608,1256,287
cfcc83d1f168ef.jpg,938,582,897,556
8c7239fd4ec06e.jpg,1431,1040,361,362
d168c19c68ce89.jpg,1243,1274,750,355
97b988d93bf6b0.jpg,1257,843,763,490
b05ad8305c2602.jpg,0,112,1890,1337
24ae99f80e6834.jpg,1023,673,1003,521
6f9de8b81da306.jpg,914,264,1806,797
021714bc6c7fe3.jpg,0,50,1916,1184
09aef98ac6b15f.jpg,591,680,1510,599
fff603f5af8614.jpg,11,44,1105,274
77fd86c950074d.jpg,387,343,423,185
09061df103ebfc.jpg,0,26,1435,900
82711caeffb1e6.jpg,867,384,284,196
ce77f7469afe41.jpg,14,0,2460,384
0471d6dcfb9779.jpg,0,67,1419,1036
0e64e5a3ab511e.jpg,26,32,573,121
245113f3c61ae8.jpg,1454,1054,592,292
e62abd74f386f5.jpg,19,12,1419,242
9c6074f91ce989.jpg,0,50,964,650
d472be4a30c2a4.jpg,0,64,1796,1508
1a1be09bb022a1.jpg,10,93,1271,517
94029961111ee1.jpg,0,119,3588,1994
a4f2cc40d4374a.jpg,15,53,2251,415
6faf94dcfe50b7.jpg,0,6,363,338
ff223a173890d0.jpg,0,26,693,578
cc0ecc6e4dfac9.jpg,42,265,3544,624
381c88688866b5.jpg,1542,992,454,366
f31e6dfa4526b4.jpg,29,274,3010,785
b8f5684d92d3d5.jpg,0,21,250,247
bde0b24ce04688.jpg,48,86,514,130
b60e8a60ff871c.jpg,843,675,2169,800
d1b3c49a39720d.jpg,0,55,475,270
9574103640076a.jpg,611,852,2248,621
e3e13f9ad175f3.jpg,485,441,1972,1166
5abc2b97074d88.jpg,0,44,588,591
3d31ecda4fd533.jpg,9,27,679,158
ab94e1d00b3aa4.jpg,0,0,357,357
4d0235f2245467.jpg,1196,958,743,412
b32fb34b374e04.jpg,0,17,750,648
a853ee1ced139e.jpg,1347,1074,1188,394
b56bee7bb9ffbd.jpg,38,51,942,232
6823afd35ded4e.jpg,19,37,901,170
f34355c6e2c5c4.jpg,1551,1008,526,378
4c58f46fc4f87e.jpg,0,46,594,574
4cd8f2ebda52fa.jpg,454,1131,1705,630
dfd4608cafb0f9.jpg,1351,718,473,339
180eb1b00063a0.jpg,46,305,3464,560
1adf908cbafa3c.jpg,23,77,2349,1075
f2120db6cc6cc2.jpg,11,94,1509,441
7c890c33ccb7df.jpg,18,70,3509,848
338712bb26af38.jpg,2,61,1639,1175
b473408399ef1e.jpg,0,17,468,295
2127236e038b63.jpg,125,56,578,271
d12c183347553b.jpg,142,884,1544,342
074d06d5eba5c5.jpg,533,874,1624,762
97f59d243add28.jpg,836,678,1425,585
c5729aeef5f558.jpg,186,146,2194,448
fe9b05bdf3bbc2.jpg,15,70,1160,237
e441471e0b03a1.jpg,334,613,2632,565
53c68c7598828d.jpg,15,41,591,132
67b445e4b2a476.jpg,893,548,1531,624
907c49c9017ed0.jpg,14,47,968,471
1f41e68135753f.jpg,17,70,1242,324
a3ecf7218364cc.jpg,0,65,2145,1331
4676a91d3ce26c.jpg,0,65,1800,1107
59427da854f934.jpg,1266,750,921,508
9ea0eaeb309ecd.jpg,151,182,1633,442
b044fefea90147.jpg,43,24,2930,492
9b1bed90227d0d.jpg,0,0,944,944
c1c1c7c2b7a1c3.jpg,20,161,1961,1160
b3070ccefd2117.jpg,79,722,2640,702
855e9ed9b3e09f.jpg,0,12,599,385
0b93ea7afd5748.jpg,27,155,2411,412
55c76015ad5926.jpg,364,458,3118,1432
66e81eb9260581.jpg,0,70,946,577
90d9a293ae6278.jpg,46,53,780,200
1859284dca1a83.jpg,16,442,1390,263
08dd31c84beca7.jpg,0,14,863,676
c8a3c3981e0653.jpg,450,784,1972,578
48ed0714ca86f1.jpg,46,12,3477,627
9d01130d61f177.jpg,3,50,739,479
378af01956b1a0.jpg,1099,892,1130,695
37c8b085771291.jpg,8,1312,3447,566
ed79a4467890c2.jpg,73,460,2024,631
641919927c2d28.jpg,0,7,323,208
a59e6ab8f376af.jpg,0,173,1768,1032
358ce5693b973a.jpg,61,78,1291,289
cff36519a55c47.jpg,40,37,3441,600
a3c786b3527b47.jpg,0,64,3412,2170
5f401171a130b2.jpg,2036,915,1447,686
b016b80dfb9fa9.jpg,898,530,2632,706
574fb7a667a80d.jpg,0,4,200,210
d8b25426b925e9.jpg,76,1126,2526,688
a12746fe585430.jpg,1520,955,1388,686
f9d1daf5119087.jpg,354,605,1433,374
553c32b6dada19.jpg,112,183,3254,1983
b3c8176a4992ca.jpg,52,1297,2054,676
5c8079ca147785.jpg,15,41,2631,740
fdcffd90edc719.jpg,1337,544,1691,480
14623fe3b379df.jpg,735,890,1425,576
2dc5ca63b6a1a9.jpg,988,808,1360,745
dc96d922ec6329.jpg,30,997,3339,563
616f1f9bf1a2fb.jpg,170,108,1252,263
3203104823d052.jpg,34,179,1264,245
30b3e4de228047.jpg,565,332,1574,916
464ff15d58d698.jpg,1240,933,1215,669
b639107543f718.jpg,750,804,1342,575
dd0854f494a27d.jpg,1,71,939,576
26a73ce8f55a10.jpg,364,741,1713,338
a702398d9eadfd.jpg,1151,828,1455,753
bbc4abfcb42c2b.jpg,157,363,2050,867
93b8e9293eb104.jpg,0,111,2240,1412
01492ef72f6b48.jpg,1283,723,1030,556
4073d7707b7dbb.jpg,39,159,2664,553
fc7039af6bd6cb.jpg,0,162,1641,892
6da555c8b7e923.jpg,333,1129,2015,622
bb5b72c2a24a9e.jpg,550,596,1284,313
5b7d72227f5722.jpg,230,120,1654,551
2312fc35d6188c.jpg,0,22,856,532
11c783f9591c3e.jpg,0,133,2707,2131
0b4f8763cb3264.jpg,1068,1185,1670,645
f6aa260ea4365f.jpg,39,41,439,142
be79c36aa1e561.jpg,0,204,3504,1914
f1e6616e9d6074.jpg,1015,690,1598,695
0c0d63bdb01d1b.jpg,510,1097,3027,552
338cc8a86e5f36.jpg,1205,720,1089,544
cf9ee79da50f3e.jpg,0,59,2054,1299
44237dccea8a90.jpg,126,160,1428,403
8263963e93187e.jpg,40,43,978,192
2034e50c4a0334.jpg,1446,986,886,743
f1f0a4282d84f6.jpg,0,44,598,373
616f14331268af.jpg,0,13,710,742
6ade00a7ed39c5.jpg,0,22,1024,622
41554d35e31764.jpg,32,243,793,237
c5ec2fbfc09188.jpg,619,1269,2472,397
082924b2fb8da7.jpg,1299,634,821,599
c3d213837be83d.jpg,195,1025,3374,767
3a97d435ec09df.jpg,0,44,1997,1218
ecb1a59895dc47.jpg,0,5,266,283
e633135d3b6160.jpg,251,85,3195,878
166f4ff578a58d.jpg,0,39,2603,1311
d4165d956d0788.jpg,465,904,1554,669
72385fa121b926.jpg,1477,1041,1266,753
1dc40ec86a7b14.jpg,208,621,1664,402
db23525c8ba7af.jpg,341,222,1643,456
a040e0ee9b438f.jpg,180,302,894,277
56ab89953cb917.jpg,1308,677,1009,580
df067d942f80a9.jpg,64,87,1122,238
d12876855c1c6d.jpg,791,755,1607,683
9f29d8b84be2ff.jpg,434,637,1467,358
4abbe4b926a994.jpg,1263,728,1545,655
05b79c1620d48a.jpg,767,599,2171,982
f1b160930a46e3.jpg,204,221,1371,541
896faa6c1c77e6.jpg,10,18,401,160
a196a9e72aad70.jpg,2,27,855,533
836a0edda4143e.jpg,148,101,1429,295
2154b03ee6aee0.jpg,569,744,1768,859
2118c63b730ca0.jpg,0,8,372,381
4121dc3cbdc681.jpg,0,74,1911,1484
aeff96746ad648.jpg,1126,647,1049,647
e49bc10a83cd7e.jpg,0,82,890,530
fef288372f29da.jpg,1618,960,1782,460
121adf7dfd9510.jpg,731,738,2647,879
7ed8b438f59043.jpg,129,139,2732,550
37c103ece8c081.jpg,0,55,709,457
c088e58195ce6d.jpg,368,587,1748,697
30978de799d840.jpg,1679,645,767,411
cf3b2813621210.jpg,744,944,2430,515
77c6964d2178c9.jpg,8,24,3568,1811
28c85429214706.jpg,976,1170,2151,475
da743bcdd9daf0.jpg,244,569,1325,313
12b891a77276d6.jpg,73,997,3308,823
0d40f561a3b3bf.jpg,843,514,2113,905
7e07fdda1c798a.jpg,0,8,591,619
c8f18828cddf00.jpg,410,607,1983,1206
dd9e2294e28077.jpg,1624,884,1122,630
b51bec007efa06.jpg,1473,626,1872,622
0b6d9c27b972f9.jpg,46,745,2787,1019
6f23769a92659c.jpg,13,910,3307,690
7c233d07ff8756.jpg,19,307,2092,815
1467769d50e0a8.jpg,426,493,1268,357
b150953824bffe.jpg,132,348,2116,979
187929279bc8d8.jpg,627,882,2642,688
d39057896d9feb.jpg,944,53,2502,1505
53d0eb97e40f3c.jpg,20,1297,2350,556
0a100ed55f1c7e.jpg,1260,464,2200,953
1d8e7f6076c294.jpg,1292,604,1968,775
fc88c2b6194774.jpg,277,806,1993,1133
a2b027e704abed.jpg,5,64,744,413
e02d1ef413b018.jpg,213,215,3272,202
fd737aa0ffcb22.jpg,102,1452,1446,252
613464e1367571.jpg,10,18,1099,56
25329f73855b47.jpg,313,46,1405,119
f7086bd1454630.jpg,11,327,3586,1059
c2df7a0c8ae2c3.jpg,2,33,1895,129
5ddc36f7c72853.jpg,10,30,1908,191
9a8e1dc99c5ee8.jpg,477,1528,88,51
6dc591a3ce83ff.jpg,35,24,1782,111
d554c5c5b53b4c.jpg,6,89,3382,222
1a75da7f14a657.jpg,431,91,224,55
8d81688c16e7dc.jpg,3,304,1003,247
6e6f41a5bf7b00.jpg,72,28,459,49
726649071cb931.jpg,133,53,624,332
9d78ae1b50c37a.jpg,28,24,1349,84
1dce6903467a3d.jpg,8,19,423,47
3f3fc4deef29ed.jpg,8,959,3592,1435
9792c73769cc97.jpg,1,40,939,275
73afe44636c425.jpg,152,101,831,201
146cab910989b4.jpg,0,0,2995,272
dbc6cc8065c756.jpg,0,0,1587,163
ad33964da6b243.jpg,1249,1366,260,117
8840402bbe02ad.jpg,7,650,1677,320
82161527faeaf5.jpg,1859,1228,113,68
6aec49a4c2e3b6.jpg,1421,1266,189,132
32310379418cc2.jpg,0,0,3428,337
c454d411e92691.jpg,785,1158,1494,464
6cd27476ff75cc.jpg,55,19,3192,264
c394caa2588f33.jpg,169,75,939,349
28bf96ab02efbd.jpg,47,6,2221,1701
6f1b04c60542f8.jpg,13,15,1599,121
de26d74f4b74fe.jpg,1747,1230,343,87
35b2a09f09cefc.jpg,1167,1575,1057,113
2c0acbae774649.jpg,0,0,1866,172
f1b65d886fbf1a.jpg,0,0,3525,283
f454ab2c240ae9.jpg,0,0,3114,255
da6bd8dc3d6716.jpg,4,30,313,201
4149b91699ac88.jpg,4,82,2227,707
6341227f6e8c3c.jpg,83,152,960,99
05b4f1f76be01d.jpg,12,7,1897,276
c5c4b25939be4a.jpg,54,340,3532,424
6ecef91dd4594d.jpg,11,155,2417,739
bb1e2f4cfca570.jpg,0,0,3517,327
26739b942ae2ec.jpg,88,14,3290,317
49d2301a84b4a9.jpg,0,0,2994,279
d7e803e544a3e4.jpg,132,109,713,83
f075258994ce4a.jpg,21,0,3571,316
d218d2f7188634.jpg,63,48,3506,454
da4189eb96fcde.jpg,0,0,2298,212
d35ff1c16c02aa.jpg,0,16,2698,247
8db00c07efc089.jpg,197,86,1267,217
234c3b7e517e86.jpg,391,-3,1702,1606
c6e133317f4ce6.jpg,4,11,149,30
77061fe837e778.jpg,0,0,2228,228
c874da04e68edf.jpg,15,496,3565,295
c205f2c1d25cfe.jpg,72,42,3526,286
0d220c6d8cdd23.jpg,25,12,296,105
e69c08b68cc8dc.jpg,3,88,3399,286
f9eabdbe4e0417.jpg,1765,1177,245,98
60935177382349.jpg,92,45,288,92
a23f4ad9e8b25b.jpg,55,29,317,79
92ee251ff16902.jpg,1245,1313,717,181
1f91374ed8db6a.jpg,69,32,3035,227
759d9ee49a1d41.jpg,40,716,2960,1021
4181d6427a6f32.jpg,131,83,257,44
f2f2be9e6a5992.jpg,1654,1195,301,75
8ef00021cbf4cc.jpg,0,0,3103,287
af67735aa9178b.jpg,0,0,2958,290
31ca2049efb148.jpg,12,310,3574,373
564c8b5e497668.jpg,1,4,396,89
142586c191ff62.jpg,0,0,2493,245
fefbbe5342abfa.jpg,0,0,3045,288
2f915bce048456.jpg,67,17,208,52
9f94de1a3c768b.jpg,1788,1166,162,124
f5185758576ca7.jpg,9,123,3581,301
d9dd74616ccd45.jpg,11,41,463,153
a3f43fc02087f7.jpg,88,41,1049,101
0b35b7e03ebe9c.jpg,822,1999,781,72
1980b95e3e419f.jpg,0,0,1847,185
920c80d0527be7.jpg,35,80,2630,265
69882a4de7c47f.jpg,29,19,2256,227
f86a6484425fb7.jpg,7,0,2657,202
82c9ef2244ecd7.jpg,11,558,2766,802
173dffcbb598d1.jpg,40,10,3559,439
202226b5a7de8f.jpg,8,207,1618,533
3e640260c582f7.jpg,0,0,3566,326
083a0fee112e3c.jpg,1404,1200,642,136
a7395398831d63.jpg,0,0,2000,214
a9301d56eb9b7c.jpg,13,24,288,115
91ae13f96ae0e7.jpg,0,517,3589,1653
84ca8a639e21db.jpg,0,0,447,74
3530b88ec822aa.jpg,21,87,3201,271
472b9a1ce9b9fc.jpg,3,0,665,153
b81018f1df22d4.jpg,0,383,2136,1043
647a5aab8a38b5.jpg,7,858,2215,398
fda41f0aa4c68e.jpg,61,72,1441,131
0345699660402c.jpg,91,1076,3492,470
f34fc7d146a10b.jpg,18,415,3511,385
65f581548fc0be.jpg,40,0,2325,258
ea2f5e113a4129.jpg,1613,1372,162,57
6b542304e25cd1.jpg,0,0,3431,310
7c4f5a990351f4.jpg,289,93,3282,433
de98dcbefbd00d.jpg,3,171,3565,346
82665efb985917.jpg,515,706,1146,232
5e0829336e2541.jpg,0,0,3551,370
bf3e08cb79f6e4.jpg,0,0,1826,172
978c24455183fb.jpg,169,80,615,97
bbfec7cb9d124c.jpg,1594,1084,628,235
d277af92a944a9.jpg,53,51,928,77
29d6f5c8320e14.jpg,55,37,2566,187
a8fc6d651dc28c.jpg,0,0,3552,364
8a83cdae4d77c6.jpg,1298,1171,1290,378
f37bf6ed206850.jpg,103,71,1503,298
728727265b10e8.jpg,0,0,3557,360
3dfd9bd4e431a0.jpg,406,424,2597,229
dceb600f413daa.jpg,1770,898,304,71
2dd60c61b5b172.jpg,675,524,1524,1547
fdb42498c6c0e9.jpg,105,181,628,224
df66b4b2f58932.jpg,0,0,3191,292
fc945fc472f118.jpg,0,0,3286,344
6b58ffcf4d5661.jpg,0,0,3452,321
4b30d031f6405c.jpg,59,882,3445,1436
e6e7767daa3fda.jpg,19,50,1959,513
b87f31cd30d61d.jpg,22,173,1107,575
9230595279c46b.jpg,77,139,1821,278
21fb805992d396.jpg,1678,1448,109,60
c13ace839e3d08.jpg,0,0,3338,395
40c4d9f887fefb.jpg,1689,1254,420,106
4a8f27105189ea.jpg,0,0,2722,206
7467de2e77d09b.jpg,22,0,1785,224
2067db1f3ecbdb.jpg,1688,1161,145,74
83acc3ad757e33.jpg,1690,1068,434,106
80918ec67f6b0e.jpg,105,35,277,40
cde3974f81a274.jpg,17,35,336,87
b25916f4e1278b.jpg,0,0,3547,398
0b9567004c85b6.jpg,0,0,3554,301
b92924bac7688c.jpg,0,0,3536,331
2ab631e867dfeb.jpg,1455,1270,503,110
32ba880cc4342d.jpg,76,51,253,159
2ad73718133387.jpg,11,174,2215,633
1966567270f4ba.jpg,0,0,1599,148
5679fc8a9d5dba.jpg,49,21,751,80
f9c83d9b69ce24.jpg,1569,1622,249,57
f56aa2837b0d53.jpg,0,0,767,85
3b5ddd863efc6f.jpg,0,0,2484,297
d336c5b1eeb79e.jpg,0,0,2502,302
8c3436206ff82c.jpg,140,365,1967,770
c2f8ecd1f4d149.jpg,1711,1229,317,87
b9a02a25e79f33.jpg,0,4,1639,204
008bb028b196d8.jpg,37,65,2945,277
c74e276b2053a8.jpg,2,127,547,134
31742a68a09c6e.jpg,4,0,1913,239
f5f38d1a3dabf9.jpg,0,0,3546,359
cf1355df40ce51.jpg,1600,1030,785,124
a567b7b7278789.jpg,27,18,1582,141
d23e634dfe6b70.jpg,20,0,3376,248
098c074cef6ffd.jpg,1675,1030,260,94
a0a8eaad8ddbfd.jpg,4,22,757,112
c8f9f1451a3a47.jpg,1,0,2272,207
0d326c72ff30ca.jpg,45,260,3554,2090
efa2d8973678cf.jpg,23,0,3393,337
41740e992d88f2.jpg,128,61,1039,83
1b76f119b34008.jpg,0,6,3562,439
3f409e50d7f41b.jpg,3,35,492,100
903d2ae748e5b0.jpg,0,0,1289,163
331c7a19700f1e.jpg,8,38,716,134
501887135a0a7f.jpg,0,0,1547,163
5cc211abb4f95f.jpg,277,292,3315,343
eb36c61dda63c5.jpg,1479,1524,264,75
98f207d2c02de4.jpg,54,69,3544,409
907258937241d7.jpg,11,27,251,59
28d57226747753.jpg,1211,1275,1098,132
c528b4f18eade2.jpg,674,750,1051,266
bd9278f4f72d3b.jpg,0,44,2396,2521
b1a58b771b5e4f.jpg,1841,1634,332,219
1e6ac20a68d430.jpg,455,384,800,179
6e8d54e6819e3a.jpg,0,0,1938,201
8dbd6470562d23.jpg,27,0,1859,235
c19dcd7444630d.jpg,0,0,3547,350
91cc20007b8bea.jpg,0,6,2666,330
60dfe33199b65f.jpg,452,891,1512,267
d687c9ff09cb7d.jpg,0,0,3558,341
8b9cecfcf143ae.jpg,20,63,1810,162
8c31722cb78a5f.jpg,0,5,2418,264
a98cd31ce49adc.jpg,0,91,763,289
664884f46345ee.jpg,1260,0,1076,1410
42f269ff6005da.jpg,27,0,3487,472
3d713e14aaa5e1.jpg,0,0,2806,269
cdcb194d45563b.jpg,0,0,3220,342
5bee94c7079a20.jpg,9,391,3586,566
571ac3cea598cd.jpg,0,0,1189,130
e0319cf96aa92e.jpg,472,15,3118,301
cdd86b258d1695.jpg,3,5,263,80
c5bcc35ee90fad.jpg,1,0,2468,283
f7ef4b5269ee16.jpg,5,0,1820,1237
7517ae1edabfbc.jpg,7,4,1259,220
88542dee695038.jpg,3,1,1271,135
8b4a1d954e347f.jpg,54,0,3544,265
b10e1c55b56d85.jpg,0,0,3209,341
